Data used in Shaner et al (2018),,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand
2015,1,1,1,0.34567198152856815
2015,1,1,2,0.340825944252489
2015,1,1,3,0.3357228977850637
2015,1,1,4,0.3255097977556668
2015,1,1,5,0.3184156766738288
2015,1,1,6,0.311444349729294
2015,1,1,7,0.29964455903856385
2015,1,1,8,0.27571698550544077
2015,1,1,9,0.25557962716905225
2015,1,1,10,0.2480232654890147
2015,1,1,11,0.2518022364754822
2015,1,1,12,0.2702016811199208
2015,1,1,13,0.29913638137131215
2015,1,1,14,0.35426421820240894
2015,1,1,15,0.42437579752607074
2015,1,1,16,0.4664521333998676
2015,1,1,17,0.47794455983225415
2015,1,1,18,0.48170047787751064
2015,1,1,19,0.4914867153030635
2015,1,1,20,0.502057327091012
2015,1,1,21,0.5104654869276486
2015,1,1,22,0.5248089054584779
2015,1,1,23,0.5472151744792134
2015,1,1,24,0.5650434543592652
2015,1,2,1,0.5812877965725834
2015,1,2,2,0.5987051561817771
2015,1,2,3,0.6143973669093374
2015,1,2,4,0.6323730900302291
2015,1,2,5,0.6448526546980077
2015,1,2,6,0.6568975261560879
2015,1,2,7,0.6488667420238966
2015,1,2,8,0.6227991720712609
2015,1,2,9,0.6199363150748972
2015,1,2,10,0.6201437798439585
2015,1,2,11,0.6187718267523824
2015,1,2,12,0.613200887514464
2015,1,2,13,0.6214099432417164
2015,1,2,14,0.6580585047725251
2015,1,2,15,0.7028276348415727
2015,1,2,16,0.7495780637611986
2015,1,2,17,0.7805027036979737
2015,1,2,18,0.7865891398903392
2015,1,2,19,0.7798053132652971
2015,1,2,20,0.7772328496395559
2015,1,2,21,0.7735239877477642
2015,1,2,22,0.7792101558784427
2015,1,2,23,0.7888894177696231
2015,1,2,24,0.7970446562006198
2015,1,3,1,0.8005498623646629
2015,1,3,2,0.801444340580593
2015,1,3,3,0.8055847568936516
2015,1,3,4,0.8054790763234535
2015,1,3,5,0.804478254871167
