Data used in Shaner et al (2018),,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand
2015,1,1,1,0.0
2015,1,1,2,0.0
2015,1,1,3,0.0
2015,1,1,4,0.0
2015,1,1,5,0.0
2015,1,1,6,0.0
2015,1,1,7,0.0
2015,1,1,8,0.0
2015,1,1,9,0.0005504880119273721
2015,1,1,10,0.021275846072394706
2015,1,1,11,0.29222787587259436
2015,1,1,12,0.5370784391889856
2015,1,1,13,0.6855526752647955
2015,1,1,14,0.7507155364505349
2015,1,1,15,0.7677875396284284
2015,1,1,16,0.7590415873541163
2015,1,1,17,0.7441419407733427
2015,1,1,18,0.7250649502889702
2015,1,1,19,0.6839897194699054
2015,1,1,20,0.6010067552135956
2015,1,1,21,0.4992811399379934
2015,1,1,22,0.34841084806422784
2015,1,1,23,0.15424811992952095
2015,1,1,24,0.007445135988010845
2015,1,2,1,0.0
2015,1,2,2,0.0
2015,1,2,3,0.0
2015,1,2,4,0.0
2015,1,2,5,0.0
2015,1,2,6,0.0
2015,1,2,7,0.0
2015,1,2,8,0.0
2015,1,2,9,0.0005874884613547742
2015,1,2,10,0.024471275798902885
2015,1,2,11,0.2872111320080863
2015,1,2,12,0.49116898795430397
2015,1,2,13,0.6025041209875317
2015,1,2,14,0.6739750141891637
2015,1,2,15,0.7144680232895356
2015,1,2,16,0.7307781877035983
2015,1,2,17,0.7286533114097055
2015,1,2,18,0.7077031647933758
2015,1,2,19,0.6677624949906522
2015,1,2,20,0.594616565972207
2015,1,2,21,0.5121604970687831
2015,1,2,22,0.37162557240721156
2015,1,2,23,0.17267211163398563
2015,1,2,24,0.00534337234626808
2015,1,3,1,0.0
2015,1,3,2,0.0
2015,1,3,3,0.0
2015,1,3,4,0.0
2015,1,3,5,0.0
2015,1,3,6,0.0
2015,1,3,7,0.0
2015,1,3,8,0.0
2015,1,3,9,0.00042452452282597686
2015,1,3,10,0.020622951891511653
2015,1,3,11,0.325547114873951
2015,1,3,12,0.5900674111642681
2015,1,3,13,0.7164128444141362
2015,1,3,14,0.7718943582230718
2015,1,3,15,0.7947381180393713
2015,1,3,16,0.8047331145698668
2015,1,3,17,0.7969785423551079
2015,1,3,18,0.7739620873289267
2015,1,3,19,0.7375324453408885
2015,1,3,20,0.6695588430211542
2015,1,3,21,0.5575590946793045
2015,1,3,22,0.3949054376733198
2015,1,3,23,0.16851571886187905
2015,1,3,24,0.0065656548317014505
2015,1,4,1,0.0
2015,1,4,2,0.0
2015,1,4,3,0.0
2015,1,4,4,0.0
2015,1,4,5,0.0
2015,1,4,6,0.0
2015,1,4,7,0.0
2015,1,4,8,0.0
2015,1,4,9,0.00044556916847154134
2015,1,4,10,0.022891720935847938
2015,1,4,11,0.3233707952735978
2015,1,4,12,0.5810451517903974
2015,1,4,13,0.7057911727910785
2015,1,4,14,0.763381213671349
2015,1,4,15,0.7869656239763334
2015,1,4,16,0.7835335190641239
2015,1,4,17,0.7647756107390216
2015,1,4,18,0.7356494849537473
2015,1,4,19,0.6875191969003334
2015,1,4,20,0.6161100613136801
2015,1,4,21,0.5004603068482153
2015,1,4,22,0.34384131054861916
2015,1,4,23,0.14657229372685332
2015,1,4,24,0.0053693337768987
2015,1,5,1,0.0
2015,1,5,2,0.0
2015,1,5,3,0.0
2015,1,5,4,0.0
2015,1,5,5,0.0
2015,1,5,6,0.0
2015,1,5,7,0.0
2015,1,5,8,0.0
2015,1,5,9,0.0004247793995349174
2015,1,5,10,0.024066712820260586
2015,1,5,11,0.30781710572515897
2015,1,5,12,0.5670031403309846
2015,1,5,13,0.6869836375547823
2015,1,5,14,0.7303663446327074
